ID;WORD;VOCALIZED;WORD_TYPE;SYNO_SET;SYNO_SET_VOCALIZED
2726;تبرقع;تَبَرْقُع;مصدر;"تقنع;";"تَقَنُع;"
2727;تبرقع-ت-المرأة;تَبَرْقَعَ-ت-المرأة;فعل;"تقنّع-ت-;";"تَقَنَّعَ-ت-;"
2728;تبرم;تَبَرَّمَ;فعل;"سئم;ضجر";"سَئِمَ;ضَجِرَ"
2729;تبرم;تَبَرُّم;مصدر;"سأم;ضجر";"سَأْم;ضَجَر"
2730;تبريح;تَبْرِيح;مصدر;"إتعاب;إيذاء";"إِتْعَاب;إِيذَاء"
2731;تبريد;تَبْرِيد;مصدر;"تخفيض الحرارة;";"تَخْفِيض الحَرَارَة;"
2732;تبزيج;تَبْزِيج;مصدر;"تزيين;";"تَزْيِين;"
2733;تبسم;تَبَسَّمَ;فعل;"ابتسم;";"اِبْتَسَمَ;"
2734;تبسم;تَبَسُّم;مصدر;"ابتسام;";"اِبْتِسَامَ;"
2735;تبسيق;تَبْسِيق;مصدر;"تعالي;تكبّر";"تَعَالِي;تَكَبُّر"
2736;تبشع;تَبَشَّعَ;فعل;"قبح";"قَبُحَ"
2737;تبشع;تَبَشُّع;مصدر;"قبح";"قُبْح"
2738;تبشير;تَبْشِير;مصدر;"نقل الخبر المفرح;دعوة";"نَقْل الخَبَر المُفْرِح;دَعْوَة"
2739;تبصر;تَبَصَّر;فعل;"تأمّل";"تَأَمَّلَ"
2740;تبصر;تَبَصُّر;مصدر;"تأمّل";"تَأَمُّل"
2741;تبطأ;تَبَطَّأَ;فعل;"أبطأ;توانى;تأخّر";"أَبْطَأَ;تَوَانَى;تَأَخَّرَ"
2742;تبطؤ;تَبَطُّؤ;مصدر;"إبطاء;تواني;تأخّر";"إِبْطَاء;تَوَانِي;تَأَخُّر"
2743;تبطل;تَبَطَّلَ;فعل;"ضلّ;تعطّل";"ضَلَّ;تَعَطَّلَ"
2744;تبطل ;تَبَطُّل ;مصدر;"ضلال;تعطّل";"ضَلاَل;تَعَطُّل"
2745;تبطيء;تَبْطِيء;مصدر;"إبطاء;تواني;تأخير";"إِبْطَاء;تَوَانِي;تَأْخِير"
2746;تبع;تَبِعَ;فعل;"تلى;لحق;اقتدى";"تَلَى;لَحِقَ;اِقْتَدَى"
2747;تبعثر;تَبَعْثَرَ;فعل;"تفرّق;تناثر";"تَفَرَّقَ;تَنَاثَرَ"
2748;تبعثر;تَبَعْثُر;مصدر;"تفرّق;تناثر";"تَفَرُّق;تَنَاثُر"
2749;تبعد;تَبَعَّدَ;فعل;"ابتعد";"اِبْتَعَدَ"
2750;تبعد;تَبَعُّد;اسم;"ابتعاد";"اِبْتِعَاد"
2751;تبعزق;تَبَعْزَقَ;فعل;"تفرّق";"تَفَرَّقَ"
2752;تبغدد-عليه-;تَبَغْدَدَ-عَلَيه-;فعل;"تكبّر";"تَكَبَّرَ"
2753;تبغدد;تَبَغْدُد;مصدر;"تكبّر";"تَكَبُّر"
2754;تبغض;تَبَغَّضَ;فعل;"أظهر-البغض-";"أَظْهَرَ-البُغضَ-"
2755;تبغض;تَبَغُّض;اسم;"إظهار-البغض-";"إِظْهَار-البُغْض-"
2756;تبقى;تَبَقَّى;فعل;" بقي";" بَقِيَ"
2757;تبكر;تَبَكَّرَ;فعل;"تقدّم";"تَقَدَّمَ"
2758;تبكر;تَبَكُّر;فعل;"تقدّم";"تَقَدُّم"
2759;تبكيت;تَبْكِيت;مصدر;"توبيخ;إسكات";"تَوْبِيخ;إِسْكَات"
2760;تبكية;تَبْكِية;مصدر;"إبكاء";"إِبْكَاء"
2761;تبلخ;تَبَلَّخَ;فعل;"تكبّر";"تَكَبَّرَ"
2762;تبلخ;تَبَلُّخ;مصدر;"تكبّر";"تَكَبُّر"
2763;تبلد;تَبَلَّدَ;فعل;"غبي;كسل";"غَبِيَ;كَسُلَ"
2764;تبلد;تَبَلُّد;مصدر;"غباوة;كسل";"غَبَاوَة;كَسَل"
2765;تبلع;تَبَلَّعَ;فعل;"بلع;تجرّع";"بَلَعَ;تَجَرَّعَ"
2766;تبلع;تَبَلُّع;مصدر;"بلع;تجرّع";"بَلْع;تَجَرُّع"
2767;تبلعم;تَبَلْعَمَ;فعل;"تبلّع;تجرّع";"تَبَلَّعَ;تَجَرَّعَ"
2768;تبلعم;تَبَلْعُم;اسم;"تبلّع;تجرّع";"تَبَلُّع;تَجَرُّع"
2769;تبلل;تَبَلَّلَ;فعل;"ابتلّ;تندّى;شفي";"اِبْتَلَّ;تَنَدّى;شُفِيَ"
2770;تبلل;تَبَلُّل;اسم;"ابتلال;تندّي;شفاء";"اِبْتِلاَل;تَنَدّي;شِفَاء"
2771;تبله;تَبَلَّهَ;فعل;"غبي;ضلّ-طريقه-";"غَبِيَ;ضَلَّ-طَرِيقَه-"
2772;تبليح;تَبْلِيح;فعل;"تعب;عجز";"تَعَب;عَجْز"
2773;تبنن;تَبَنَّنَ;فعل;"تأنّى;تروّى";"تََأَنّى;تَرَوَّى"
2774;تبنن;تَبَنُّن;اسم;"تأنّي;تروّي";"تَأَنِّي;تَرَوِّي"
2775;تبهج-به-;تَبَهَّجَ-بِهِ-;فعل;"سرّ-به-;فرح-به-";"سُرَّ-بِهِ-;فَرِحَ-بِهِ-"
2776;تبهش-القوم-;تَبَهَّشَ-القَوم-;فعل;"اجتمع(وا)";"اِجْتَمَعَ(وا)"
2777;تبهش;تَبَهُّش;اسم;"اجتماع";"اِجْتِمَاع"
2778;تبهم-الأمر-;تَبَهَمَ-الأَمرُ-;فعل;"خفيّ;التبس";"خَفِيَّ;اِلْتَبَسَ"
2779;تبهم;تَبَهُّم;اسم;"خفاء;التباس";"خَفَاء;اِلْتِبَاس"
2780;تبهنس;تَبَهْنَسَ;فعل;"تبختر";"تَبَخْتَرَ"
2781;تبهنس;تَبَهْنُس;اسم;"تبختر";"تَبَخْتُر"
2782;تبهيم;تَبْهِيم;اسم;"إقامة";"إِقَامَة"
2783;تبوح-البرق-;تَبَوَّحَ-البَرقُ-;فعل;"تتابع-لمعانه-";"تتَابَعَ-لَمَعَانُهُ-"
2784;تبوع-الشيء-;تَبَوَّعَ-الشيء-;فعل;"امتدّ";"اِمْتَدَّ"
2785;تبوع;تَبَوُّع;مصدر;"امتداد";"اِمْتِدَاد"
2786;تبيض;تَبَيَّضَ;فعل;"ابيضّ";"اِبْيَضَّ"
2787;تبيع;تَبِيع;اسم;"تابع";"تَابِع"
2788;تبنن-الأمر-;تَبَنَّنَ-الأمر-;فعل;"أوضح(ه)";"أَوْضَحَ(ه)"
2789;تتويه;تَتوِيه;مصدر;"إضلال";"إِضْلاَل"
2790;تثأثأ-منه-;تَثَأْثَأَ-مِنْهُ-;فعل;"خاف(ه)";"خَافَ(ه)"
2791;تثأثؤ;تَثَأْثُؤ;مصدر;"خوف";"خَوْف"
2792;تثاقف(القوم);تَثَاقَفَ(القوم);فعل;"تخاصم(وا);تقاتل(وا)";"تَخَاصَمَ(وا);تَقَاتَلَ(وا)"
2793;تثاقل;تَثَاقَلَ;فعل;"توانى;تباطأ;تأخّر";"تَوَانَى;تَبَاطَأَ;تَأَخَّرَ"
2794;تثبت;تَثَبَّتَ;فعل;"تأنّى;تمهّل;شاور";"تَأَنّى;تَمَهَّلَ;شَاوَرَ"
2795;تثبت;تَثَبُّت;اسم;"تأنّي;تمهّل;مشاورة";"تَأَنّي;تَمَهُّل;مُشَاوَرَة"
2796;تثبط;تَثَبَّطَ;فعل;"تريّث;تمهّل";"تَرَيَّثَ;تَمَهَّلَ"
2797;تثبية;تَثْبِيَة;مصدر;"جمع";"جَمْع"
2798;تثبيت;تَثْبِيت;مصدر;"تأكيد;ترسيخ";"تَأْكِيد;تَرْسِيخ"
2799;تثبيج;تَثْبِيج;مصدر;"عدم الإيضاح;إبهام";"عَدَم الإِيضَاح;إِبْهَام"
2800;تثبيط;تَثْبِيط;مصدر;"تعويق;تأخير;إضعاف";"تَعْوِيق;تَأْخِير;إِضْعَاف"
2801;تثريب;تَثْرِيب;مصدر;"لوم;توبيخ";"لَوْم;تَوْبِيخ"
2802;تثقف;تَثَقَّفَ;فعل;"تهذّب;تأدّب;تعلّم";"تَهَذَّبَ;تَأَدَّبَ;تَعَلَّمَ"
2803;تثقيف;تَثْقِّيف;مصدر;"تهذّب;تأدّب;تعلّم";"تَهَذُّب;تَأَدُّب;تَعَلُّم"
2804;تجادع-القوم-;تَجَادَعَ-القَوْم-;فعل;"تخاصم(وا);تشاتم(وا)";"تَخَاصَمَ(وا);تَشَاتَم(وا)"
2805;تجازر;تَجَازُرُ;مصدر;"تهاجي;تشاتم";"تَهَاجِي;تَشَاتُم"
2806;تجاسر;تَجَاسَرَ;مصدر;"أقدم;تجرّأ";"أَقْدَمَ;تَجَرَّأَ"
2807;تجالع(القوم);تَجَالَعَ(القَوم);فعل;"تنازع(وا);تشاتم(وا)";"تَنَازَعَ(وا);تَشَاتَم(وا)"
2808;تجالع;تَجَالُع;مصدر;"تنازع;تشاتم";"تَنَازُع;تَشَاتُم"
2809;تجانب(الشيء);تَجَانَبَ(الشيء);فعل;"ابتعد-عنه-";"اِبْتَعَدَ-عَنْهُ-"
2810;تجانس;تَجَانَسَ;فعل;"تشابه;تآلف";"تَشَابَهَ;تَآلَفَ"
2811;تجانس;تَجَانُس;مصدر;"تشابه;تآلف";"تَشَابُه;تَآلُف"
2812;تجاهد;تَجَاهَدَ;فعل;"اجتهد";"اِجْتَهَدَ"
2813;تجاهد;تَجَاهُد;مصدر;"اجتهاد";"اِجْتِهَاد"
2814;تجاهر(بالأمر);تَجَاهَرَ(بالأمْرِ);فعل;"تظاهر-به-";"تَظَاهَرَ-بِهِ-"
2815;تجاهر;تَجَاهُر;مصدر;"تظاهر";"تَظَاهُر"
2816;تجاوز(الموضع);تَجَاوَزَ(المَوْضِعَ);فعل;"قطع(ه);خلف(ه)-وراءه-";"قَطَعَ(ه);خَلَفَ(ه)-وَرَاءَه-"
2817;تجاوز;تَجَاوُز;فعل;"قطع;تخليف";"قَطْع;تَخْلِيف"
2818;تجبر;تَجَبَّرَ;فعل;"تكبّر";"تَكَبَّرَ"
2819;تجبر;تَجَبُّر;اسم;"تكبّر";"تَكَبُّر"
2820;تجبير;تَجْبِير;مصدر;"إصلاح الكسر";"إِصْلاَح الكُسْر"
2821;تجحفل;تَجَحْفَلَ;فعل;"تجمّع";"تَجَمَّعَ"
2822;تجحفل;تَجَحْفُل;مصدر;"تجمّع";"تَجَمُّع"
2823;تجدب;تَجَدَّبَ;فعل;"جدب;محل";"جَدُبَ;مَحُلَ"
2824;تجدب;تَجَدُّب;اسم;"جدب;محل";"جَدْب;مَحْل"
2825;تجذف;تَجَّذَفَ;فعل;"أسرع";"أَسْرَعَ"
2826;تجذف;تَجَذُّف;اسم;"إسراع";"إِسْرَاع"
2827;تجرأ;تَجَرَّأَ;فعل;"تشجّع;أقدم";"تَشَجَّعَ;أَقْدَمَ"
2828;تجربة;تَجْرِبَة;اسم;"اختبار";"اِخْتِبَار"
2829;تجرمز;تَجَرْمَزَ;فعل;"اجتمع";"اِجْتَمَعَ"
2830;تجرمز;تَجَرْمُز;مصدر;"اجتماع";"اِجْتِمَاع"
2831;تجزع;تَجَزَّعَ;فعل;"تقطّع;تكسّر";"تَقَطَّعَ;تَكَسَّرَ"
2832;تجزع;تَجَزُّع;اسم;"تقطّع;تكسّر";"تَقَطُّع;تَكَسُّر"
2833;تجزيء;تَجْزِيء;مصدر;"تقسيم";"تَقْسِيم"
2834;تجفف-الثوب-;تَجَفَّفَ-الثَوبُ-;فعل;"جفّ;نشف";"جَفَّ;نَشِفَ"
2835;تجفف;تَجَفُّف;اسم;"جفاف;نّشف";"جَفَاف;نَّشْف"
2836;تجفيل;تَجْفِيل;مصدر;"تنفير;طرد";"تَنْفِير;طَرْد"
2837;تجلى;تَجَلَّى;فعل;"ظهر;بان";"ظَهَرَ;بَانَ"
2838;تجلجل;تَجَلْجَلَ;فعل;"تحرّك;تضعضع";"تَحَرَّكَ;تَضَعْضَعَ"
2839;تجلد;تَجَلَّدَ;فعل;"تصبّر";"تَصَبَّرَ"
2840;تجلد;تَجَلُّد;اسم;"تصبّر";"تَصَبُّر"
2841;تجلف;تَجَلَّفَ;فعل;"هزل;ضعف";"هَزُلَ;ضَعُفَ"
2842;تجلف;تَجَلُّف;اسم;"هزل;ضعف";"هَزْل;ضُعْف"
2843;تجلي;تَجَلِّي;مصدر;"ظهور;بيان";"ظُهُور;بَيَان"
2844;تجمى-القوم عليه-;تَجَمَّى-القَوْمُ عَلَيه-;فعل;"تجمّع(وا)-عليه-";"تَجَمَّعَ(وا)-عليه-"
2845;تجمأ(القوم);تَجَمَّأَ(القوم);فعل;"تجمّع(وا)";"تَجَمَّعَ(وا)"
2846;تجمؤ;تَجَمُّؤ;اسم;"تجمّع";"تَجَمُّع"
2847;تجمجم-في كلامه-;تَجَمْجَمَ-في كَلاَمِهِ-;فعل;"لم،يبيّنه";"لَم،يُبَيِّنْهُ"
2848;تجمجم;تَجَمْجُم;اسم;"عدم البيان";"عَدَم البَيَان"
2849;تجمد;تَجَمَّدَ;فعل;"جمد;تصلّب";"جَمُدَ;تَصَلَّبَ"
2850;تجمر(القوم);تَجَمَّرَ(القَومُ);فعل;"اجتمع(وا)";"اِجْتَمَعَ(وا)"
2851;تجمر;تَجَمُّر;مصدر;"اجتماع;احتلال";"اِجْتِمَاع;اِحْتِلاَل"
2852;تجمع;تَجَمُّع;مصدر;"انضمام";"اِنْضِمَام"
2853;تجمع(القوم);تَجَمَّعَ(القَوم);فعل;"انضمّ(وا)-لبعضهم-";"اِنْضَمّ(وا)-لِبَعْضَهِم-"
2854;تجمل;تَجَمَّلَ;فعل;"تزيّن;تصبّر";"تَزَيَّنَ;تَصَبَّرَ"
2855;تجمهر(القوم);تَجَمْهَرَ(القَوم);فعل;"اجتمع(وا)";"اِجْتَمَعَ(وا)"
2856;تجمهر;تَجَمْهُر;مصدر;"اجتماع";"اِجْتِمَاع"
2857;تجميع;تَجْمِيع;اسم;"جمع";"جَمْع"
2858;تجنب;تَجَنُّب;اسم;"بعد;تلافي";"بُعْد;تَلاَفِي"
2859;تجنب(ه);تَجَنَّبَ(ه);فعل;"بعد(عنه);تلافى(ه)";"بَعُدَ(عَنهُ);تَلاَفَى(ه)"
2860;تجنن;تَجَنَّنَ;فعل;"جنّ";"جُنَّ"
2861;تجهم;تَجَهَّمَ;فعل;"قطّب";"قَطَّبَ"
2862;تهجم;تَهَجُّم;اسم;"تقطيب";"تَقْطِيب"
2863;تجود-في عمله-;تَجَوَّدَ-في عَمَلِهِ-;فعل;"تأنّق-فيه-;أتقن(ه)";"تَأَنَّقَ-فِيهِ-;أَتْقَنَ(ه)"
2864;تجوق;تَجَوَّقَ;فعل;"تجمّع";"تَجَمَّعَ"
2865;تجوق;تَجَوُّق;اسم;"تجمّع";"تَجَمُّع"
2866;تحاب;تَحَابَّ;فعل;"توادّ";"تَوَادَّ"
2867;تحاب;تَحَابّ;مصدر;"توادّ";"تَوَادّ"
2868;تحابق-عليه-;تَحَابَقَ-عَلَيهِ-;فعل;"شتم(ه);غضب-عليه-";"شَتَمَ(ه);غَضِبَ-عَلَيهِ-"
2869;تحاد;تَحَادَّ;فعل;"تخالف;تعادّ";"تَخَالَفَ;تَعَادَّ"
2870;تحارب;تَحَارَبَ;فعل;"تقاتل;تصارع";"تَقَاتَلَ;تَصَارَعَ"
2871;تحامق;تَحَامَقَ;فعل;"تظاهر-بالحمق-";"تَظَاهَرَ-بالحُمقِ-"
2872;تحامق;تَحَامُق;اسم;"تظاهر-بالحمق-";"تَظَاهُر-بالحُمقِ-"
2873;تحبب;تَحَبَّبَ;فعل;"تودّد";"تَوَدَّدَ"
2874;تحبب;تَحَبُّب;اسم;"تودّد";"تَوَدُّد"
2875;تحت;تَحْتَ;اسم;"أسفل";"أَسْفَلَ"
2876;تحتم-الأمر-;تَحَتَّمَ-الأَمْرُ-;فعل;"وجب";"وَجَبَ"
2877;تحتم;تَحَتُّم;اسم;"وجوب";"وُجُوب"
2878;تحجب;تَحَجُّب;اسم;"تستّر";"تَسَتُّر"
2879;تحجب-ت-المرأة-;تَحَجَّبَ-ت-المرأَةُ-;فعل;"لبس-ت-الحجاب";"لَبِسَ-ت-الحِجَابَ"
2880;تحجب;تَحَجَّبَ;فعل;"تستّر";"تَسَتَّرَ"
2881;تحدر;تَحَدَّرَ;فعل;"هبط;نزل";"هَبَطَ;نَزَلَ"
2882;تحدر;تَحَدُّر;اسم;"هبوط;نزول";"هُبُوط;نُزُول"
2883;تحديق;تَحْدِيق;مصدر;"تشديد النظر";"تَشْدِيد النَظَر"
2884;تحذير;تَحْذِير;مصدر;"تخويف;تنبيه";"تَخْوِيف;تَنْبِيه"
2885;تحرى-عنه-;تَحَرّى-عَنْه-;فعل;"بحث-عنه-";"بَحَثَ-عَنْه-"
2886;تحرى-الأمر-;تَحَرَّى-الأَمْرَ-;فعل;"قصد(ه);طلب(ه)";"قَصَدَ(ه);طَلَبَ(ه)"
2887;تحرى-السجين-;تَحَرَّى-السَجِينَ-;فعل;"صار-حرّا-;انعتق";"صَارَ-حُرًّا-;اِنْعَتَقَ"
2888;تحرر;تَحَرُّر;اسم;"حرّية;انعتاق";"حُرِّيَة;اِنْعِتَاق"
2889;تحرق;تَحَرَّقَ;فعل;"احترق";"اِحْتَرَقَ"
2890;تحرق;تَحَرُّق;اسم;"احتراق";"اِحْتِرَاق"
2891;تحرك;تَحَرَّكَ;فعل;"اضطرب";"اِضْطَرَبَ"
2892;تحرك;تَحَرُّك;اسم;"اضطراب";"اِضْطِرَاب"
2893;تحرير;تَحْرِير;مصدر;"إعتاق(من الأسر)";"إِعْتَاق(مِنَ الأسر)"
2894;تحريض;تَحْرِيض;مصدر;"حثّ;دفع";"حَثّ;دَفْع"
2895;تحريم;تَحْرِيم;مصدر;"منع;حظر";"مَنْع;حَظْر"
2896;تحزز;تَحَزَّزَ;فعل;"تقطع";"تَقَطَعَ"
2897;تحسر(الشعر);تَحَسَّرَ(الشَعْرُ);فعل;"سقط";"سَقَطَ"
2898;تحسر;تَحَسَّرَ;فعل;"حزن";"حَزِنَ"
2899;تحسر;تَحَسُّر;اسم;"حزن;سقوط";"حُزْن;سُقُوط"
2900;تحسس;تَحَسُّس;اسم;"تطلّب;تسمّع;تبصّر";"تَطَلُّب;تَسَمُّع;تَبَصُّر"
2901;تحسس;تَحَسَّسَ;فعل;"تطلّب(بالحاسة)";"تَطَلَّبَ(بالحَاسَةِ)"
2902;تحسن;تَحَسَّنَ;فعل;"تزيّن;طاب;حسن";"تَزَيَّنَ;طَابَ;حَسُنَ"
2903;تحسين;تَحْسِين;مصدر;"تزيين;تطييب;تحسين";"تَزيِين;تَطْيِيب;تَحْسِين"
2904;تحشم(منه);تَحَشَّمَ(مِنهُ);فعل;"استحيا";"اِسْتَحْيَا"
2905;تحشم;تَحَشُّم;مصدر;"استحياء;تجنب";"اِسْتِحْيَاء;تَجَنُب"
2906;تحشيد;تَحْشِيد;مصدر;"تجميع";"تَجْمِيع"
2907;تحضر;تَحَضَّرَ;فعل;"استعدّ;تهيّأ;تجهّز";"اِسْتَعَدَّ;تَهَيَّأَ;تَجَهَّزَ"
2908;تحفظ;تَحَفَّظَ;فعل;"توقّى;حذر";"تَوَقّى;حَذِرَ"
2909;تحفظ;تَحَفُّظ;اسم;"توقّي;حذر";"تَوَقِّي;حَذَر"
2910;تحفيل;تَحْفِيل;مصدر;"تزيين";"تَزيِين"
2911;تحقير;تَحْقِير;مصدر;"إذلال;تصغير";"إِذْلاَل;تَصْغِير"
2912;تحليق;تَحْلِيق;مصدر;"ارتفاع في الهواء;استدار";"اِرْتِفَاع في الهوَاء;اِسْتِدَار"
2913;تحليل;تَحْلِيل;مصدر;"تفسير;إبّاح;إجّاز";"تَفْسِير;إِبَّاح;إِجَّاز"
2914;تحوت;تُحوت;اسم;"أرذال;سفلة;غوغاء";"أَرْذَال;سَفَلَة;غَوغَاء"
2915;تحول;تَحَوَّلَ;فعل;"تنقّل";"تَنَقَّلَ"
2916;تحول;تَحَوُّل;اسم;"تنقّل";"تَنَقُّل"
2917;تحويل;تَحْوِيل;مصدر;"تغيير";"تَغْيِير"
2918;تخاذل(القوم);تَخَاذَلَ(القَومُ);فعل;"خذل(بعضهم بعضا)";"خَذَلَ(بَعْضُهم بَعضًا)"
2919;تخاذل;تَخَاذُل;مصدر;"خذلان";"خِذْلاَن"
2920;تخاصم;تَخَاصَمَ;فعل;"تنازع;تقاتل";"تَنَازَعَ;تَقَاتَلَ"
2921;تخاصم;تَخَاصُّم;مصدر;"تنازع;تقاتل";"تَنَازُع;تَقَاتُل"
2922;تخالف;تَخَالَفَ;فعل;"تضادّ;اختلف";"تَضَادَّ;اِخْتَلَفَ"
2923;تخالف;تَخَالُّف;مصدر;"تضادّ;اختلاف";"تَضَادّ;اِخْتِلاَف"
2924;تخايل;تَخَايَلَ;فعل;"تكبّر";"تَكَبَّرَ"
2925;تخايل;تَخَايُل;مصدر;"تكبّر";"تَكَبُّر"
2926;تخبط;تَخَبَطَّ;فعل;"ضرب;وطىء;آذى";"ضَرَبَ;وَطِىءَ;آذَى"
2927;تخبط;تَخَبُّط;مصدر;"ضرب;وطء;أذية";"ضَرْب;وَطْء;أَذِيَة"
2928;تخرص;تَخَرَّصَ;فعل;"كذب";"كَذَبَ"
2929;تخرص;تَخَرُّص;مصدر;"كذب";"كِذْب"
2930;تخريب;تَخْرِيب;مصدر;"تهديم";"تَهْدِيم"
2931;تخريج;تَخْرِيج;مصدر;"إخراج";"إِخْرَاج"
2932;تخريق;تَخْرِيق;مصدر;"تمزيق";"تَمْزِيق"
2933;تخزير;تَخْزِير;مصدر;"تضييق";"تَضْيِيق"
2934;تخسيس;تَخْسِيس;مصدر;"تقليل";"تَقْلِيل"
2935;تخشى;تَخَشّى;فعل;"خاف";"خَافَ"
2936;تخشل;تَخَشَّلَ;فعل;"تواضع;ذلّ";"تَوَاضَعَ;ذَلَّ"
2937;تخشن;تَخَشَّنَ;فعل;"اخشوشن";"اِخْشَوْشَنَ"
2938;تخشن;تَخَشُّن;مصدر;"اخشيشان";"اِخْشِيشَان"
2939;تخشي;تَخَشِّي;مصدر;"خوف";"خَوف"
2940;تخصص-به-;تَخَصَّصَ-بِهِ-;فعل;"انفرد-به-";"اِنْفِرَدَ-بِهِ-"
2941;تخصيص;تَخْصِيص;مصدر;"إفراد";"إِفْرَاد"
2942;تخطل;تَخَطَّلَ;فعل;"تبختر;تلوّى";"تَبَخْتَرَ;تَلَوّى"
2943;تخطل;تَخَطُّل;مصدر;"تبختر;تلوّي";"تَبَخْتُر;تَلَوِّي"
2944;تخطيط;تَخْطِيط;مصدر;"تسطير;رسم;تصميم";"تَسْطِير;رَسْم;تَصْمِيم"
2945;تخفى;تَخَفّى;فعل;"تستّر;توارى;اختفى";"تَسَتَّرَ;تَوَارَى;اِخْتَفَى"
2946;تخفج;تَخَفَّجَ;فعل;"اعوجّ";"اِعْوَجَّ"
2947;تخفج;تَخَفُّج;مصدر;"اعوجاج";"اِعْوِجَاج"
2948;تخفي;تَخَفِّي;اسم;"تستّر;تواري;اختفاء";"تَسَتُّر;تَوَارِي;اِخْتِفَاء"
2949;تخفيض;تَخْفِيض;مصدر;"تقليل";"تَقْلِيل"
2950;تخفيف;تَخْفِيف;مصدر;"تقليل";"تَقْلِيل"
2951;تخلى-عنه-;تَخَلَّى-عَنهُ-;فعل;"ترك(ه)";"تَرَكَ(ه)"
2952;تخلص-منه-;تَخَلَّصَ-مِنهُ-;فعل;"نجا;انفصل";"نَجَا;اِنْفَصَلَ"
2953;تخلص;تَخَلُّص;مصدر;"نجاة;انفصال";"نَجَاة;اِنْفِصَال"
2954;تخلي;تَخَلّي;مصدر;"ترك";"تَرْك"
2955;تخليد;تَخْلِيد;مصدر;"تأبيد";"تَأْبِيد"
2956;تخليص;تَخْلِيص;مصدر;"تنجية;فصل(بين الشيئين)";"تَنْجِية;فَصْل(بين الشيئين)"
2957;تخليع;تَخْلِيع;مصدر;"تفكيك";"تَفْكِيك"
2958;تخم;تَخَم;فعل;"ثقل-الأكل-";"ثِقَل-الأَكْل-"
2959;تخم;تَخِمَ;فعل;"ثقل-عليه الأكل-";"ثَقُلَ-عَلَيهِ الأَكْل-"
2960;تخويف;تَخْوِيف;مصدر;"ترهيب;تفزيع";"تَرْهِيب;تَفْزِيع"
2961;تدانى;تَدَانَى;فعل;"تقارب";"تَقَارَبَ"
2962;تداني;تَدَانَي;اسم;"تقارب";"تَقَارُب"
2963;تدبير-حسن-;تَدْبِير-حَسَن-;مصدر;"تنظيم-حسن-";"تَنْظِيم-حَسَن-"
2964;تدجيل;تَدْجِيل;مصدر;"كذب";"كَذِب"
2965;تدفأ;تَدَفَّأَ;فعل;"تسخّن";"تَسَخَّنَ"
2966;تدفئة;تَدْفِئَة;اسم;"تسخين";"تَسْخِين"
2967;تدفق;تَدَفُّق;اسم;"تصبّب";"تَصَبُّب"
2968;تدمير;تَدْمِير;مصدر;"إهلاك;إماتة;إبادة;إزالة";"إِهْلاَك;إِمَاتَة;إِبَادَة;إِزَالَة"
2969;تدنس;تَدَنَّسَ;فعل;"توسّخ;تلطّخ";"تَوَسَّخَ;تَلَطَّخَ"
2970;تدنى;تَدَنّى;فعل;"دنا;قرب";"دَنَا;قَرُبَ"
2971;تدنيس;تَدْنِيس;مصدر;"توسيخ;تلطيخ";"تَوْسِيخ;تَلْطِيخ"
2972;تذكر;تَذَكَّرَ;فعل;"ذكر";"ذَكَرَ"
2973;تذكر;تَذَكُّر;مصدر;"ذكر";"ذِكْر"
2974;تذلل;تَذَلَّلَ;فعل;"خضع;تواضع";"خَضَعَ;توَاضَعَ"
2975;تذلل;تَذَلُّل;مصدر;"خضوع;تواضع";"خُضُوع;تَوَاضُع"
2976;تراجع;تَرَاجَعَ;فعل;"رجع(إلى الوراء)";"رَجَعَ(إِلَى الوَرَاء)"
2977;تراجع;تَرَاجُع;مصدر;"رجوع(إلى الوراء)";"رُجُوع(إِلَى الوَرَاء)"
2978;تراخى(عن الأمر);تَرَاخَى(عَنِ الأَمْرِ);فعل;"تأخّر;تباطأ;توانى";"تَأَخَّرَ;تَبَاطَأَ;تَوَانَى"
2979;تراخي;تَرَاخَي;مصدر;"تأخّر;تباطؤ;تواني";"تَأَخُّر;تَبَاطُؤ;تَوَانِي"
2980;تربيح;تَرْبِيح;مصدر;"تكسيب";"تَكْسِيب"
2981;ترتيل;تِرْتِيل;مصدر;"تأنق(في التلاوة);تجويد(التلاوة)";"تَأَنُق(في التِلاَوَةِ);تَجْوِيد(التِلاَوَة)"
2982;ترجيب;تَرْجِيب;مصدر;"تخويف";"تَخْوِيف"
2983;ترجل;تَرَجَّلَ;فعل;"مشى(على رجليه);نزل(على دابته)";"مَشَى(عَلَى رِجْلَيْهِ);نَزَلَ(عَلَى دَابَتِهِ)"
2984;ترجيل;تَرْجِيل;مصدر;"تقوية;تشجيع;تسريح";"تَقْوِيَة;تَشْجِيع;تَسْرِيح"
2985;ترحال;تِّرْحَال;مصدر;"كثرة الرحيل";"كَثْرَة الرَحِيل"
2986;ترحيل;تَرْحِيل;مصدر;"نقل;تسيير";"نَقْل;تَسْيِير"
2987;ترخية;تَرْخِيَة;اسم;"خلط;تليّين";"خَلْط;تَلْيِّين"
2988;تردد;تَرَدُد;اسم;"تكرّر;تحيّر";"تَكَرُّر;تَحَيُّر"
2989;تردد(في الأمر);تَرَدَّدَ(في الأَمرِ);فعل;"تحيّر;لم-يثبت فيه-";"تَحَيَّرَ;لَم-يَثْبُت فِيهِ-"
