ID;WORD;VOCALIZED;WORD_TYPE;PLURAL;PLURAL_VOCALIZED
4005;ضمد ;ضمد ;اسم; أضماد; أضماد
4006;مضمدة ;مضمدة ;اسم; مضامد; مضامد
4007;ضامر ;ضامر ;اسم; ضمر; ضمر
4008;ضمير ;ضمير ;اسم; ضمائر; ضمائر
4009;مضمار ;مضمار ;اسم; مضامير; مضامير
4010;ضمضم ;ضمضم ;اسم; ضماضم; ضماضم
4011;زمنة ;زمنة ;اسم; ضمائل; ضمائل
4012;إضمامة ;إضمامة ;اسم; أضاميم; أضاميم
4013;ضامن ;ضامن ;اسم; ضمان; ضمان
4014;ضامنة ;ضامنة ;اسم; ضوامن; ضوامن
4015;ضمن ;ضمن ;اسم; ضمنى; ضمنى
4016;ضمين ;ضمين ;اسم; ضمناء; ضمناء
4017;ضمين ;ضمين ;اسم; ضمنى; ضمنى
4018;مضمان ;مضمان ;اسم; مضامين; مضامين
4019;مضمون ;مضمون ;اسم; مضامين; مضامين
4020;ضنء ;ضنء ;اسم; ضنوء; ضنوء
4021;ضناك ;ضناك ;اسم; ضنك; ضنك
4022;ضنين ;ضنين ;اسم; أضناء; أضناء
4023;ضني ;ضني ;اسم; أضنياء; أضنياء
4024;ضهباء ;ضهباء ;اسم; ضهب; ضهب
4025;جبل ;جبل ;اسم; ضواهر; ضواهر
4026;ضهر ;ضهر ;اسم; ضهور; ضهور
4027;ضاهلة ;ضاهلة ;اسم; ضواهل; ضواهل
4028;ضهول ;ضهول ;اسم; ضهل; ضهل
4029;ضهوة ;ضهوة ;اسم; أضهاء; أضهاء
4030;ضوء ;ضوء ;اسم; أضواء; أضواء
4031;ضوج ;ضوج ;اسم; أضواج; أضواج
4032;ضورة ;ضورة ;اسم; ضور; ضور
4033;ضوع ;ضوع ;اسم; أضواع; أضواع
4034;ضيون ;ضيون ;اسم; ضياون; ضياون
4035;ضواة ;ضواة ;اسم; ضوى; ضوى
4036;ضائع ;ضائع ;اسم; ضيع; ضيع
4037;ضيعة ;ضيعة ;اسم; ضياع; ضياع
4038;مضيعة ;مضيعة ;اسم; مضايع; مضايع
4039;ضيف ;ضيف ;اسم; أضياف; أضياف
4040;مضيفة ;مضيفة ;اسم; مضايف; مضايف
4041;مضيق ;مضيق ;اسم; مضايق; مضايق
4042;ضيم ;ضيم ;اسم; ضيوم; ضيوم
4043;طابع ;طابع ;اسم; طوابع; طوابع
4044;طبع ;طبع ;اسم; طباع; طباع
4045;طبيعة ;طبيعة ;اسم; طبائع; طبائع
4046;مطبعة ;مطبعة ;اسم; مطابع; مطابع
4047;مطبعة ;مطبعة ;اسم; مطابع; مطابع
4048;طابق ;طابق ;اسم; طوابق; طوابق
4049;طبق ;طبق ;اسم; أطباق; أطباق
4050;طبقة ;طبقة ;اسم; طبق; طبق
4051;طبقة ;طبقة ;اسم; طبقات; طبقات
4052;طبل ;طبل ;اسم; طبول; طبول
4053;طبلية ;طبلية ;اسم; طبالي; طبالي
4054;طابون ;طابون ;اسم; طوابين; طوابين
4055;طبنة ;طبنة ;اسم; طبن; طبن
4056;طبي ;طبي ;اسم; أطباء; أطباء
4057;طاجن ;طاجن ;اسم; طواجن; طواجن
4058;طحال ;طحال ;اسم; طحل; طحل
4059;طحلاء ;طحلاء ;اسم; طحل; طحل
4060;طحلب ;طحلب ;اسم; طحالب; طحالب
4061;طاحنة ;طاحنة ;اسم; طواحن; طواحن
4062;طاحونة ;طاحونة ;اسم; طواحين; طواحين
4063;مطحان ;مطحان ;اسم; مطاحين; مطاحين
4064;مطحن ;مطحن ;اسم; مطاحن; مطاحن
4065;مطحنة ;مطحنة ;اسم; مطاحن; مطاحن
4066;مطخة ;مطخة ;اسم; مطاخ; مطاخ
4067;طارئ ;طارئ ;اسم; طراء; طراء
4068;طارئة ;طارئة ;اسم; طوارئ; طوارئ
4069;طروب ;طروب ;اسم; طراب; طراب
4070;طربال ;طربال ;اسم; طرابيل; طرابيل
4071;طربيل ;طربيل ;اسم; طرابيل; طرابيل
4072;أطروحة ;أطروحة ;اسم; أطاريح; أطاريح
4073;طرحة ;طرحة ;اسم; طراح; طراح
4074;طروح ;طروح ;اسم; طرح; طرح
4075;طريح ;طريح ;اسم; طرحى; طرحى
4076;مطرح ;مطرح ;اسم; مطارح; مطارح
4077;مطرح ;مطرح ;اسم; مطارح; مطارح
4078;مطرحة ;مطرحة ;اسم; مطارح; مطارح
4079;طرد ;طرد ;اسم; طرود; طرود
4080;طرد ;طرد ;اسم; طرود; طرود
4081;مطردة ;مطردة ;اسم; مطارد; مطارد
4082;طر ;طر ;اسم; أطرار; أطرار
4083;طرة ;طرة ;اسم; طرر; طرر
4084;طرور ;طرور ;اسم; طرر; طرر
4085;طراز ;طراز ;اسم; طرز; طرز
4086;طرس ;طرس ;اسم; طروس; طروس
4087;أطرش ;أطرش ;اسم; طرش; طرش
4088;طرطور ;طرطور ;اسم; طراطير; طراطير
4089;طراطير ;طراطير ;اسم; طراطير; طراطير
4090;أطروفة ;أطروفة ;اسم; أطاريف; أطاريف
4091;طارفة ;طارفة ;اسم; طوارف; طوارف
4092;طراف ;طراف ;اسم; طرف; طرف
4093;طرف ;طرف ;اسم; أطراف; أطراف
4094;طرف ;طرف ;اسم; طروف; طروف
4095;طرف ;طرف ;اسم; أطراف; أطراف
4096;طرفة ;طرفة ;اسم; طرف; طرف
4097;طرفة ;طرفة ;اسم; طرف; طرف
4098;طريف ;طريف ;اسم; طرف; طرف
4099;مطرف ;مطرف ;اسم; مطارف; مطارف
4100;طارق ;طارق ;اسم; طراق; طراق
4101;طارقة ;طارقة ;اسم; طوارق; طوارق
4102;طرق ;طرق ;اسم; طروق; طروق
4103;طرق ;طرق ;اسم; أطراق; أطراق
4104;طرقة ;طرقة ;اسم; طرق; طرق
4105;طريق ;طريق ;اسم; طرق; طرق
4106;طريقة ;طريقة ;اسم; طرائق; طرائق
4107;مطراق ;مطراق ;اسم; مطاريق; مطاريق
4108;مطرق ;مطرق ;اسم; مطارق; مطارق
4109;طرمة ;طرمة ;اسم; طرم; طرم
4110;طري ;طري ;اسم; طراء; طراء
4111;طس ;طس ;اسم; طسوس; طسوس
4112;طسة ;طسة ;اسم; طساس; طساس
4113;طسة ;طسة ;اسم; طساس; طساس
4114;طعام ;طعام ;اسم; أطعمة; أطعمة
4115;طعم ;طعم ;اسم; طعوم; طعوم
4116;طعمة ;طعمة ;اسم; طعم; طعم
4117;طعمة ;طعمة ;اسم; طعم; طعم
4118;طعوم ;طعوم ;اسم; طعم; طعم
4119;طعومة ;طعومة ;اسم; طعائم; طعائم
4120;مطعام ;مطعام ;اسم; مطاعيم; مطاعيم
4121;مطعم ;مطعم ;اسم; مطاعم; مطاعم
4122;طاعون ;طاعون ;اسم; طواعين; طواعين
4123;طعين ;طعين ;اسم; طعن; طعن
4124;مطعان ;مطعان ;اسم; مطاعين; مطاعين
4125;مطعن ;مطعن ;اسم; مطاعن; مطاعن
4126;مطعن ;مطعن ;اسم; مطاعن; مطاعن
4127;طغامة ;طغامة ;اسم; طغام; طغام
4128;طاغية ;طاغية ;اسم; طواغ; طواغ
4129;مطفئة ;مطفئة ;اسم; مطافئ; مطافئ
4130;طفح ;طفح ;اسم; طفوح; طفوح
4131;مطفحة ;مطفحة ;اسم; مطافح; مطافح
4132;طفطفة ;طفطفة ;اسم; طفاطف; طفاطف
4133;طافة ;طافة ;اسم; طواف; طواف
4134;طف ;طف ;اسم; طفوف; طفوف
4135;طفل ;طفل ;اسم; طفول; طفول
4136;طفل ;طفل ;اسم; أطفال; أطفال
4137;خوصتين ;خوصتين ;اسم; طفي; طفي
4138;طالب ;طالب ;اسم; طلاب; طلاب
4139;طلب ;طلب ;اسم; أطلاب; أطلاب
4140;طلب ;طلب ;اسم; طلبات; طلبات
4141;طلوب ;طلوب ;اسم; طلب; طلب
4142;طليب ;طليب ;اسم; طلباء; طلباء
4143;طليب ;طليب ;اسم; طلائب; طلائب
4144;مطلب ;مطلب ;اسم; مطالب; مطالب
4145;طلح ;طلح ;اسم; أطلاح; أطلاح
4146;طلح ;طلح ;اسم; أطلاح; أطلاح
4147;طليح ;طليح ;اسم; طلحى; طلحى
4148;أطلس ;أطلس ;اسم; طلس; طلس
4149;وسخ ;وسخ ;اسم; أطلاس; أطلاس
4150;طلساء ;طلساء ;اسم; طلس; طلس
4151;طلسة ;طلسة ;اسم; طلس; طلس
4152;طيلس ;طيلس ;اسم; طيالس; طيالس
4153;طيلسان ;طيلسان ;اسم; طيالس; طيالس
4154;طلسم ;طلسم ;اسم; طلاسم; طلاسم
4155;طلطل ;طلطل ;اسم; طلاطل; طلاطل
4156;طالع ;طالع ;اسم; طلع; طلع
4157;طالعة ;طالعة ;اسم; طوالع; طوالع
4158;طلاع ;طلاع ;اسم; طلع; طلع
4159;طلع ;طلع ;اسم; طلوع; طلوع
4160;طليعة ;طليعة ;اسم; طلائع; طلائع
4161;مطلع ;مطلع ;اسم; مطالع; مطالع
4162;طالق ;طالق ;اسم; طلق; طلق
4163;طالقة ;طالقة ;اسم; طوالق; طوالق
4164;طلق ;طلق ;اسم; أطلاق; أطلاق
4165;طليق ;طليق ;اسم; طلقاء; طلقاء
4166;مطلاق ;مطلاق ;اسم; مطاليق; مطاليق
4167;طل ;طل ;اسم; طلال; طلال
4168;طلل ;طلل ;اسم; أطلال; أطلال
4169;طلة ;طلة ;اسم; طلل; طلل
4170;طليل ;طليل ;اسم; أطلة; أطلة
4171;طلمة ;طلمة ;اسم; طلم; طلم
4172;طلا ;طلا ;اسم; أطلاء; أطلاء
4173;طلاة ;طلاة ;اسم; طلي; طلي
4174;طلو ;طلو ;اسم; أطلاء; أطلاء
4175;طلوة ;طلوة ;اسم; طلي; طلي
4176;طلى ;طلى ;اسم; أطلاء; أطلاء
4177;طلية ;طلية ;اسم; طلي; طلي
4178;طامح ;طامح ;اسم; طوامح; طوامح
4179;طامور ;طامور ;اسم; طوامير; طوامير
4180;طمر ;طمر ;اسم; أطمار; أطمار
4181;طومار ;طومار ;اسم; طوامير; طوامير
4182;مطمار ;مطمار ;اسم; مطامير; مطامير
4183;مطمر ;مطمر ;اسم; مطامر; مطامر
4184;مطمورة ;مطمورة ;اسم; مطامير; مطامير
4185;طامس ;طامس ;اسم; طوامس; طوامس
4186;طمع ;طمع ;اسم; أطماع; أطماع
4187;مطماع ;مطماع ;اسم; مطاميع; مطاميع
4188;مطمع ;مطمع ;اسم; مطامع; مطامع
4189;طمل ;طمل ;اسم; طمول; طمول
4190;طملة ;طملة ;اسم; طمل; طمل
4191;مطملة ;مطملة ;اسم; مطامل; مطامل
4192;طمة ;طمة ;اسم; طمم; طمم
4193;طنء ;طنء ;اسم; أطناء; أطناء
4194;إطنابة ;إطنابة ;اسم; أطانيب; أطانيب
4195;طنب ;طنب ;اسم; أطناب; أطناب
4196;طنيب ;طنيب ;اسم; طنباء; طنباء
4197;مطناب ;مطناب ;اسم; مطانيب; مطانيب
4198;مطنب ;مطنب ;اسم; مطانب; مطانب
4199;مطنب ;مطنب ;اسم; مطانب; مطانب
4200;طنج ;طنج ;اسم; طنوج; طنوج
4201;طنجير ;طنجير ;اسم; طناجير; طناجير
4202;مطنزة ;مطنزة ;اسم; مطانز; مطانز
4203;طنف ;طنف ;اسم; أطناف; أطناف
4204;طنفسة ;طنفسة ;اسم; طنافس; طنافس
4205;طن ;طن ;اسم; أطنان; أطنان
4206;طاهر ;طاهر ;اسم; أطهار; أطهار
4207;طهر ;طهر ;اسم; أطهار; أطهار
4208;طهر ;طهر ;اسم; أطهار; أطهار
4209;مطهرة ;مطهرة ;اسم; مطاهر; مطاهر
4210;طهمل ;طهمل ;اسم; طهامل; طهامل
4211;طاهي ;طاهي ;اسم; طهاة; طهاة
4212;مطاح ;مطاح ;اسم; مطاوح; مطاوح
4213;مطواح ;مطواح ;اسم; مطاويح; مطاويح
4214;طود ;طود ;اسم; أطواد; أطواد
4215;مطاد ;مطاد ;اسم; مطاود; مطاود
4216;مطادة ;مطادة ;اسم; مطاود; مطاود
4217;طور ;طور ;اسم; أطوار; أطوار
4218;طور ;طور ;اسم; أطوار; أطوار
4219;طاووس ;طاووس ;اسم; طواويس; طواويس
4220;طوس ;طوس ;اسم; أطواس; أطواس
4221;مطواع ;مطواع ;اسم; مطاويع; مطاويع
4222;طائف ;طائف ;اسم; طائفون; طائفون
4223;طائفة ;طائفة ;اسم; طوائف; طوائف
4224;طوف ;طوف ;اسم; أطواف; أطواف
4225;طاق ;طاق ;اسم; أطواق; أطواق
4226;طوق ;طوق ;اسم; أطواق; أطواق
4227;طائل ;طائل ;اسم; طوائل; طوائل
4228;طائلة ;طائلة ;اسم; طوائل; طوائل
4229;طولى ;طولى ;اسم; طول; طول
4230;طويل ;طويل ;اسم; طوال; طوال
4231;طويلة ;طويلة ;اسم; طوال; طوال
4232;طوي ;طوي ;اسم; أطواء; أطواء
4233;طوية ;طوية ;اسم; طوايا; طوايا
4234;طي ;طي ;اسم; أطواء; أطواء
4235;مطوى ;مطوى ;اسم; مطاو; مطاو
4236;أطيب ;أطيب ;اسم; أطايب; أطايب
4237;أطيب ;أطيب ;اسم; طوبيات; طوبيات
4238;طيب ;طيب ;اسم; أطياب; أطياب
4239;مطيبة ;مطيبة ;اسم; مطايب; مطايب
4240;طائر ;طائر ;اسم; طير; طير
4241;طائش ;طائش ;اسم; طياش; طياش
4242;طيف ;طيف ;اسم; أطياف; أطياف
4243;طين ;طين ;اسم; أطيان; أطيان
4244;طينة ;طينة ;اسم; طين; طين
4245;ظأب ;ظأب ;اسم; أظؤب; أظؤب
4246;ظئر ;ظئر ;اسم; أظؤر; أظؤر
4247;ظبظبة ;ظبظبة ;اسم; ظاظب; ظاظب
4248;سيف ;سيف ;اسم; ظبا; ظبا
4249;ظبي ;ظبي ;اسم; أظب; أظب
4250;ظبي ;ظبي ;اسم; ظباء; ظباء
4251;ظبية ;ظبية ;اسم; ظباء; ظباء
4252;ظرب ;ظرب ;اسم; ظراب; ظراب
4253;ظربان ;ظربان ;اسم; ظربى; ظربى
4254;ظر ;ظر ;اسم; ظران; ظران
4255;ظرف ;ظرف ;اسم; ظروف; ظروف
4256;ظعنة ;ظعنة ;اسم; ظعن; ظعن
4257;ظعينة ;ظعينة ;اسم; ظعائن; ظعائن
4258;أظفور ;أظفور ;اسم; أظافير; أظافير
4259;ظفر ;ظفر ;اسم; أظفار; أظفار
4260;ظلف ;ظلف ;اسم; أظلاف; أظلاف
4261;ظليف ;ظليف ;اسم; ظلف; ظلف
4262;أظل ;أظل ;اسم; ظل; ظل
4263;ظل ;ظل ;اسم; ظلال; ظلال
4264;ظلل ;ظلل ;اسم; أظلال; أظلال
4265;ظلة ;ظلة ;اسم; ظلل; ظلل
4266;ظليلة ;ظليلة ;اسم; ظلائل; ظلائل
4267;مظلة ;مظلة ;اسم; مظال; مظال
4268;ظلم ;ظلم ;اسم; ظلوم; ظلوم
4269;ظلم ;ظلم ;اسم; ظلوم; ظلوم
4270;ظليم ;ظليم ;اسم; ظلمان; ظلمان
4271;ظليمة ;ظليمة ;اسم; ظلائم; ظلائم
4272;مظلام ;مظلام ;اسم; مظاليم; مظاليم
4273;مظلمة ;مظلمة ;اسم; مظالم; مظالم
4274;ظمء ;ظمء ;اسم; أظماء; أظماء
4275;أظمى ;أظمى ;اسم; ظمى; ظمى
4276;ظن ;ظن ;اسم; ظنون; ظنون
4277;ظنة ;ظنة ;اسم; ظنن; ظنن
4278;ظنين ;ظنين ;اسم; أظناء; أظناء
4279;ظهارة ;ظهارة ;اسم; ظهائر; ظهائر
4280;ظهر ;ظهر ;اسم; أظهر; أظهر
4281;ظهر ;ظهر ;اسم; ظهور; ظهور
4282;مظهر ;مظهر ;اسم; مظاهر; مظاهر
4283;عباء ;عباء ;اسم; أعبئة; أعبئة
4284;عبء ;عبء ;اسم; أعباء; أعباء
4285;عبء ;عبء ;اسم; أعباء; أعباء
4286;معبأ ;معبأ ;اسم; معابئ; معابئ
4287;عب ;عب ;اسم; أعباب; أعباب
4288;عابد ;عابد ;اسم; عبدة; عبدة
4289;عبد ;عبد ;اسم; عبيد; عبيد
4290;معبد ;معبد ;اسم; معابد; معابد
4291;معبد ;معبد ;اسم; معابد; معابد
4292;عبرة ;عبرة ;اسم; عبر; عبر
4293;عبرة ;عبرة ;اسم; عبر; عبر
4294;معبر ;معبر ;اسم; معابر; معابر
4295;معبر ;معبر ;اسم; معابر; معابر
4296;معبرة ;معبرة ;اسم; معابر; معابر
4297;عبيط ;عبيط ;اسم; عبط; عبط
4298;عابل ;عابل ;اسم; عبل; عبل
4299;عبل ;عبل ;اسم; عبال; عبال
4300;معبلة ;معبلة ;اسم; معابل; معابل
4301;أعتوبة ;أعتوبة ;اسم; أعاتيب; أعاتيب
4302;عتبة ;عتبة ;اسم; عتب; عتب
4303;عتاد ;عتاد ;اسم; أعتد; أعتد
4304;عتود ;عتود ;اسم; أعتدة; أعتدة
4305;عتيدة ;عتيدة ;اسم; عتائد; عتائد
4306;عتيرة ;عتيرة ;اسم; عتائر; عتائر
4307;عاتق ;عاتق ;اسم; عواتق; عواتق
4308;عتيق ;عتيق ;اسم; عتق; عتق
4309;عاتكة ;عاتكة ;اسم; عواتك; عواتك
4310;عتلة ;عتلة ;اسم; عتل; عتل
4311;عتيل ;عتيل ;اسم; عتل; عتل
4312;عاتي ;عاتي ;اسم; عتاة; عتاة
4313;عثة ;عثة ;اسم; عث; عث
4314;عاثر ;عاثر ;اسم; عواثر; عواثر
4315;أرضين ;أرضين ;اسم; عواثير; عواثير
4316;عاثم ;عاثم ;اسم; عثم; عثم
4317;عيثوم ;عيثوم ;اسم; عياثيم; عياثيم
4318;عثان ;عثان ;اسم; عواثن; عواثن
4319;عثن ;عثن ;اسم; أعثان; أعثان
4320;أعثى ;أعثى ;اسم; عثو; عثو
4321;عثوة ;عثوة ;اسم; عثي; عثي
4322;أعجوبة ;أعجوبة ;اسم; أعاجيب; أعاجيب
4323;عجب ;عجب ;اسم; عجوب; عجوب
4324;عجيب ;عجيب ;اسم; عجائب; عجائب
4325;معجاج ;معجاج ;اسم; معاجيج; معاجيج
4326;عجار ;عجار ;اسم; عجر; عجر
4327;عجرة ;عجرة ;اسم; عجر; عجر
4328;عجز ;عجز ;اسم; أعجاز; أعجاز
4329;معجاز ;معجاز ;اسم; معاجيز; معاجيز
4330;عجل ;عجل ;اسم; عجول; عجول
4331;عجلة ;عجلة ;اسم; عجل; عجل
4332;عجول ;عجول ;اسم; عجل; عجل
4333;معجال ;معجال ;اسم; معاجيل; معاجيل
4334;معجم ;معجم ;اسم; معجمات; معجمات
4335;عجين ;عجين ;اسم; عجن; عجن
4336;عجينة ;عجينة ;اسم; عجن; عجن
4337;معجون ;معجون ;اسم; معاجين; معاجين
4338;عجاوة ;عجاوة ;اسم; عجا; عجا
4339;عجي ;عجي ;اسم; عجايا; عجايا
4340;عد ;عد ;اسم; أعداد; أعداد
4341;عدد ;عدد ;اسم; أعداد; أعداد
4342;عدة ;عدة ;اسم; عدد; عدد
4343;عدة ;عدة ;اسم; عدد; عدد
4344;عديد ;عديد ;اسم; أعداد; أعداد
4345;عديدة ;عديدة ;اسم; عدائد; عدائد
4346;عدل ;عدل ;اسم; أعدال; أعدال
4347;عدل ;عدل ;اسم; أعدال; أعدال
4348;عديل ;عديل ;اسم; أعدال; أعدال
4349;عديم ;عديم ;اسم; عدماء; عدماء
4350;معدن ;معدن ;اسم; معادن; معادن
4351;عادي ;عادي ;اسم; عداة; عداة
4352;عادية ;عادية ;اسم; عواد; عواد
4353;عدوة ;عدوة ;اسم; عدى; عدى
4354;عذاب ;عذاب ;اسم; أعذبة; أعذبة
4355;عذب ;عذب ;اسم; عذاب; عذاب
4356;عذبة ;عذبة ;اسم; عذب; عذب
4357;عذار ;عذار ;اسم; عذر; عذر
4358;عذر ;عذر ;اسم; أعذار; أعذار
4359;عذراء ;عذراء ;اسم; عذارى; عذارى
4360;عذرة ;عذرة ;اسم; عذر; عذر
4361;عذير ;عذير ;اسم; عذر; عذر
4362;معذرة ;معذرة ;اسم; معاذر; معاذر
4363;عذق ;عذق ;اسم; عذاق; عذاق
4364;عذق ;عذق ;اسم; أعذاق; أعذاق
4365;عاذل ;عاذل ;اسم; عذل; عذل
4366;عذاة ;عذاة ;اسم; عذوات; عذوات
4367;عرب ;عرب ;اسم; أعرب; أعرب
4368;عروب ;عروب ;اسم; عرب; عرب
4369;عرجون ;عرجون ;اسم; عراجين; عراجين
4370;عرزال ;عرزال ;اسم; عرازيل; عرازيل
4371;عرس ;عرس ;اسم; أعراس; أعراس
4372;عرس ;عرس ;اسم; بنات; بنات
4373;عرس ;عرس ;اسم; أعراس; أعراس
4374;عريس ;عريس ;اسم; عرسان; عرسان
4375;عرش ;عرش ;اسم; عروش; عروش
4376;عرش ;عرش ;اسم; أعراش; أعراش
4377;عريش ;عريش ;اسم; عرش; عرش
4378;عريشة ;عريشة ;اسم; عرائش; عرائش
4379;عرصة ;عرصة ;اسم; عراص; عراص
4380;عارض ;عارض ;اسم; عوارض; عوارض
4381;عارضة ;عارضة ;اسم; عوارض; عوارض
4382;عرض ;عرض ;اسم; عروض; عروض
4383;عرض ;عرض ;اسم; أعراض; أعراض
4384;عرض ;عرض ;اسم; أعراض; أعراض
4385;عروض ;عروض ;اسم; أعاريض; أعاريض
4386;عريضة ;عريضة ;اسم; عرائض; عرائض
4387;معراض ;معراض ;اسم; معاريض; معاريض
4388;معرض ;معرض ;اسم; معارض; معارض
4389;عارفة ;عارفة ;اسم; عوارف; عوارف
4390;عرف ;عرف ;اسم; أعراف; أعراف
4391;عرفة ;عرفة ;اسم; عرف; عرف
4392;عريف ;عريف ;اسم; عرفاء; عرفاء
4393;معرفة ;معرفة ;اسم; معارف; معارف
4394;عراق ;عراق ;اسم; أعرقة; أعرقة
4395;عراقة ;عراقة ;اسم; عراق; عراق
4396;عرق ;عرق ;اسم; عراق; عراق
4397;عرق ;عرق ;اسم; عروق; عروق
4398;عرقة ;عرقة ;اسم; عرق; عرق
4399;عرقة ;عرقة ;اسم; عرق; عرق
4400;معرق ;معرق ;اسم; معارق; معارق
4401;عرقوب ;عرقوب ;اسم; عراقيب; عراقيب
4402;عركي ;عركي ;اسم; عرك; عرك
4403;عريكة ;عريكة ;اسم; عرائك; عرائك
4404;معرك ;معرك ;اسم; معارك; معارك
4405;معركة ;معركة ;اسم; معارك; معارك
4406;عرمة ;عرمة ;اسم; عرم; عرم
4407;عرمة ;عرمة ;اسم; عرم; عرم
4408;عرمة ;عرمة ;اسم; عرم; عرم
4409;عريم ;عريم ;اسم; عرمان; عرمان
4410;عرين ;عرين ;اسم; عرن; عرن
4411;جبل ;جبل ;اسم; عرانيس; عرانيس
4412;عرو ;عرو ;اسم; أعراء; أعراء
4413;عروة ;عروة ;اسم; عرى; عرى
4414;عري ;عري ;اسم; أعراء; أعراء
4415;عراء ;عراء ;اسم; أعراء; أعراء
4416;عزب ;عزب ;اسم; أعزاب; أعزاب
4417;عزيب ;عزيب ;اسم; أعزاب; أعزاب
4418;معزف ;معزف ;اسم; معازف; معازف
4419;أعزل ;أعزل ;اسم; عزل; عزل
4420;عزل ;عزل ;اسم; أعزال; أعزال
4421;عزلاء ;عزلاء ;اسم; عزالى; عزالى
4422;معزال ;معزال ;اسم; معازيل; معازيل
4423;عزمة ;عزمة ;اسم; عزم; عزم
4424;عزيمة ;عزيمة ;اسم; عزائم; عزائم
4425;عزة ;عزة ;اسم; عزى; عزى
4426;عسيب ;عسيب ;اسم; أعسبة; أعسبة
4427;يعسوب ;يعسوب ;اسم; يعاسيب; يعاسيب
4428;عاس ;عاس ;اسم; عسس; عسس
4429;عس ;عس ;اسم; عساس; عساس
4430;عسيف ;عسيف ;اسم; عسفاء; عسفاء
4431;عسكر ;عسكر ;اسم; عساكر; عساكر
4432;عاسل ;عاسل ;اسم; عسل; عسل
4433;عسل ;عسل ;اسم; أعسال; أعسال
4434;عسيل ;عسيل ;اسم; عسل; عسل
4435;معسلة ;معسلة ;اسم; معاسل; معاسل
4436;عسلاج ;عسلاج ;اسم; عساليج; عساليج
4437;عسلوج ;عسلوج ;اسم; عساليج; عساليج
4438;عسم ;عسم ;اسم; عسوم; عسوم
4439;رطب ;رطب ;اسم; أعشاب; أعشاب
4440;نوق ;نوق ;اسم; عشار; عشار
4441;رجل ;رجل ;اسم; عشائر; عشائر
4442;غليظة ;غليظة ;اسم; معاش; معاش
4443;متراكب ;متراكب ;اسم; عشاعش; عشاعش
4444;لبلاب ;لبلاب ;اسم; عشق; عشق
4445;عصابة ;عصابة ;اسم; عصائب; عصائب
4446;عصبة ;عصبة ;اسم; عصب; عصب
4447;عصبة ;عصبة ;اسم; عصب; عصب
4448;عصبة ;عصبة ;اسم; عصب; عصب
4449;عصيدة ;عصيدة ;اسم; عصائد; عصائد
4450;معصد ;معصد ;اسم; معاصد; معاصد
4451;إعصار ;إعصار ;اسم; أعاصير; أعاصير
4452;معصار ;معصار ;اسم; معاصير; معاصير
4453;معصر ;معصر ;اسم; معاصر; معاصر
4454;معصرة ;معصرة ;اسم; معاصر; معاصر
4455;عصعوص ;عصعوص ;اسم; عصاعيص; عصاعيص
4456;عصفور ;عصفور ;اسم; عصافير; عصافير
4457;عصل ;عصل ;اسم; أعصال; أعصال
4458;معصال ;معصال ;اسم; معاصيل; معاصيل
4459;عاصمة ;عاصمة ;اسم; عواصم; عواصم
4460;عصام ;عصام ;اسم; عصم; عصم
4461;معصم ;معصم ;اسم; معاصم; معاصم
4462;عصا ;عصا ;اسم; عصي; عصي
4463;أعضب ;أعضب ;اسم; عضب; عضب
4464;عضد ;عضد ;اسم; أعضاد; أعضاد
4465;عضد ;عضد ;اسم; أعضاد; أعضاد
4466;عضاض ;عضاض ;اسم; عضض; عضض
4467;عضوض ;عضوض ;اسم; عضض; عضض
4468;عضة ;عضة ;اسم; عضون; عضون
4469;عضو ;عضو ;اسم; أعضاء; أعضاء
4470;معطب ;معطب ;اسم; معاطب; معاطب
4471;عطبل ;عطبل ;اسم; عطابل; عطابل
4472;عطبول ;عطبول ;اسم; عطابيل; عطابيل
4473;عاطر ;عاطر ;اسم; عطر; عطر
4474;عطر ;عطر ;اسم; عطور; عطور
4475;معطار ;معطار ;اسم; معاطير; معاطير
4476;معطس ;معطس ;اسم; معاطس; معاطس
4477;معطشة ;معطشة ;اسم; معاطش; معاطش
4478;عطف ;عطف ;اسم; أعطاف; أعطاف
4479;معطف ;معطف ;اسم; معاطف; معاطف
4480;عطل ;عطل ;اسم; أعطال; أعطال
4481;عطل ;عطل ;اسم; أعطال; أعطال
4482;عطن ;عطن ;اسم; أعطان; أعطان
4483;معطن ;معطن ;اسم; معاطن; معاطن
4484;عطاء ;عطاء ;اسم; أعطية; أعطية
4485;عطية ;عطية ;اسم; عطايا; عطايا
4486;معطاء ;معطاء ;اسم; معاط; معاط
4487;عظور ;عظور ;اسم; عظر; عظر
4488;عظم ;عظم ;اسم; أعظم; أعظم
4489;عظيمة ;عظيمة ;اسم; عظائم; عظائم
4490;معظم ;معظم ;اسم; معاظم; معاظم
4491;عفيتة ;عفيتة ;اسم; عفائت; عفائت
4492;عفج ;عفج ;اسم; أعفاج; أعفاج
4493;عفر ;عفر ;اسم; أعفار; أعفار
4494;عفر ;عفر ;اسم; أعفار; أعفار
4495;عفر ;عفر ;اسم; أعفار; أعفار
4496;يعفور ;يعفور ;اسم; يعافير; يعافير
4497;عفريت ;عفريت ;اسم; عفاريت; عفاريت
4498;عفيفة ;عفيفة ;اسم; عفائف; عفائف
4499;عفن ;عفن ;اسم; أعفان; أعفان
4500;عفو ;عفو ;اسم; عفاء; عفاء
