ID;INVERSED;VOCALIZED;WORD_TYPE
20739;ةعارإ;إِرَاعَةٌ;اسم
20740;ةقارإ;إِرَاقَةٌ;اسم
20741;برأ;أَرَبٌ;اسم
20742;ءابرإ;إِرْبَاءٌ;اسم
20743;ذابرإ;إِرْبَاذٌ;اسم
20744;كابرإ;إِرْبَاكٌ;اسم
20745;بايترا;اِرْتِيَابٌ;اسم
20746;حايترا;اِرْتِيَاحٌ;اسم
20747;دايترا;اِرْتِيَادٌ;اسم
20748;عايترا;اِرْتِيَاعٌ;اسم
20749;ءايترا;اِرْتِياءٌ;اسم
20750;زابترا;اِرْتِبَازٌ;اسم
20751;طابترا;اِرْتِبَاطٌ;اسم
20752;كابترا;اِرْتِبَاكٌ;اسم
20753;لابترا;اِرْتِبَالٌ;اسم
20754;جاجترا;اِرْتِجَاجٌ;اسم
20755;فاجترا;اِرْتِجَافٌ;اسم
20756;لاجترا;اِرْتِجَالٌ;اسم
20757;لاحترا;اِرْتِحَالٌ;اسم
20758;ءاخترا;اِرْتِخَاءٌ;اسم
20759;دادترا;اِرْتِدَادٌ;اسم
20760;ءادترا;اِرْتِدَاءٌ;اسم
20761;عادترا;اِرْتِدَاعٌ;اسم
20762;قازترا;اِرْتِزَاقٌ;اسم
20763;ماسترا;اِرْتِسَامٌ;اسم
20764;ءاشترا;اِرْتِشَاءٌ;اسم
20765;فاشترا;اِرْتِشَافٌ;اسم
20766;فاصترا;اِرْتِصَافٌ;اسم
20767;ءاضترا;اِرْتِضاءٌ;اسم
20768;ماطترا;اِرْتِطَامٌ;اسم
20769;عاترإ;إِرْتَاعٌ;اسم
20770;داعترا;اِرْتِعَادٌ;اسم
20771;شاعترا;اِرْتِعَاشٌ;اسم
20772;عافترا;اِرْتِفَاعٌ;اسم
20773;ءاقترا;اِرْتِقاءٌ;اسم
20774;عاجطضا;اِضْطِجاعٌ;اسم
20775;رارطضا;اِضْطِرارٌ;اسم
20776;بارطضا;اِضْطِرابٌ;اسم
20777;مارطضا;اِضْطِرامٌ;اسم
20778;عالطضا;اِضْطِلاعٌ;اسم
20779;داهطضا;اِضْطِهادٌ;اسم
20780;فاعضإ;إِضْعافٌ;اسم
20781;ءافضإ;إِضْفاءٌ;اسم
20782;لالضإ;إِضْلالٌ;اسم
20783;لالحمضا;اِضْمِحْلالٌ;اسم
20784;رامضإ;إِضْمارٌ;اسم
20785;ءانضإ;إِضْناءٌ;اسم
20786;كانضإ;إِضْنَاكٌ;اسم
20787;ةحاطإ;إِطاحَةٌ;اسم
20788;ةراطإ;إِطارَةٌ;اسم
20789;ةعاطإ;إِطاعَةٌ;اسم
20790;ةفاطإ;إِطافَةٌ;اسم
20791;ةقاطإ;إِطاقَةٌ;اسم
20792;ةلاطإ;إِطالَةٌ;اسم
20793;قابطإ;إِطْباقٌ;اسم
20794;رطأ;أَطْرٌ;اسم
20795;ريطأت;تَأْطيرٌ;اسم
20796;ءارطإ;إِطْراءٌ;اسم
20797;بارطإ;إِطْرابٌ;اسم
20798;دارطا;اِطِّرادٌ;اسم
20799;فارطإ;إِطْرافٌ;اسم
20800;قارطإ;إِطْراقٌ;اسم
20801;ماعطإ;إِطْعامٌ;اسم
20802;ءاغطإ;إِطْغاءٌ;اسم
20803;ءافطإ;إِطْفاءٌ;اسم
20804;حافطإ;إِطْفاحٌ;اسم
20805;لالطإ;إِطْلالٌ;اسم
20806;حالطإ;إِطْلاَحٌ;اسم
20807;عالطإ;إِطْلاعٌ;اسم
20808;عالطا;اِطِّلاعٌ;اسم
20809;قالطإ;إِطْلاقُ;اسم
20810;نانئمطا;اِطْمِئْنانٌ;اسم
20811;بانطإ;إِطْنابٌ;اسم
20812;راهطا;اِطِّهارٌ;اسم
20813;لاوطإ;إِطْوالٌ;اسم
20814;فارظإ;إِظْرافٌ;اسم
20815;رافظإ;إِظْفارٌ;اسم
20816;لالظإ;إِظْلالٌ;اسم
20817;فالظإ;إِظْلاَفٌ;اسم
20818;مالظإ;إِظْلامٌ;اسم
20819;مالظا;اِظِّلاَمٌ;اسم
20820;ءامظإ;إِظْماءٌ;اسم
20821;راهظإ;إِظْهارٌ;اسم
20822;ةداعإ;إِعادَةٌ;اسم
20823;ةذاعإ;إِعاذَةٌ;اسم
20824;ةراعإ;إِعارَةٌ;اسم
20825;ةشاعإ;إِعاشَةٌ;اسم
20826;ةقاعإ;إِعاقَةٌ;اسم
20827;ةلاعإ;إِعالَةٌ;اسم
20828;ةناعإ;إِعانَةٌ;اسم
20829;دايتعا;اِعْتِيادٌ;اسم
20830;رابتعا;اِعْتِبارٌ;اسم
20831;طابتعا;اِعْتِباطٌ;اسم
20832;ناجتعا;اِعْتِجانٌ;اسم
20833;دادتعا;اِعْتِدادٌ;اسم
20834;ءادتعا;اِعْتِداءٌ;اسم
20835;لادتعا;اِعْتِدالٌ;اسم
20836;راذتعا;اِعْتِذارٌ;اسم
20837;ءارتعا;اِعْتِراءٌ;اسم
20838;شارتعا;اِعْتِراشٌ;اسم
20839;ضارتعا;اِعْتِراضٌ;اسم
20840;فارتعا;اِعْتِرافٌ;اسم
20841;كارتعا;اِعْتِراكٌ;اسم
20842;زازتعا;اِعْتِزازٌ;اسم
20843;لازتعا;اِعْتِزالٌ;اسم
20844;مازتعا;اِعْتِزامٌ;اسم
20845;باشتعا;اِعْتِشابٌ;اسم
20846;باصتعا;اِعْتِصابٌ;اسم
20847;راصتعا;اِعْتِصارٌ;اسم
20848;ماصتعا;اِعْتِصامٌ;اسم
20849;قاتعإ;إِعْتاقٌ;اسم
20850;داقتعا;اِعْتِقادٌ;اسم
20851;لاقتعا;اِعْتِقالٌ;اسم
20852;ماقتعا;اِعْتِقَامٌ;اسم
20853;فاكتعا;اِعْتِكافٌ;اسم
20854;لالتعا;اِعْتِلالٌ;اسم
20855;ءالتعا;اِعْتِلاءٌ;اسم
20856;دامتعا;اِعْتِمادٌ;اسم
20857;رامتعا;اِعْتِمارٌ;اسم
20858;ءانتعا;اِعْتِناءٌ;اسم
20859;قانتعا;اِعْتِناقٌ;اسم
20860;باجعإ;إِعْجابٌ;اسم
20861;زاجعإ;إِعْجازٌ;اسم
20862;فاجعإ;إِعْجافٌ;اسم
20863;لاجعإ;إِعْجالٌ;اسم
20864;ماجعإ;إِعْجامٌ;اسم
20865;دادعإ;إِعْدادٌ;اسم
20866;لادعإ;إِعْدالٌ;اسم
20867;مادعإ;إِعْدامٌ;اسم
20868;راذعإ;إِعْذارٌ;اسم
20869;بارعإ;إعْرَابٌ;اسم
20870;جارعإ;إعْرَاجٌ;اسم
20871;ضارعإ;إعْرَاضٌ;اسم
20872;قارعإ;إِعْرَاقٌ;اسم
20873;زازعإ;إعْزَازٌ;اسم
20874;بازعإ;إعْزَابٌ;اسم
20875;راسعإ;إعْسَارٌ;اسم
20876;ءاشعإ;إعْشَاءٌ;اسم
20877;باشعإ;إِعْشَابٌ;اسم
20878;راشعإ;إعْشَارٌ;اسم
20879;باشيشعا;اِعْشِيشَابٌ;اسم
20880;راصعإ;إِعْصَارٌ;اسم
20881;فاصعإ;إِعْصَافٌ;اسم
20882;ماصعإ;إِعْصَامٌ;اسم
20883;ءاطعإ;إعْطَاءٌ;اسم
20884;باطعإ;إعْطَابٌ;اسم
20885;شاطعإ;إِعْطَاشٌ;اسم
20886;ماظعإ;إعْظَامٌ;اسم
20887;فافعإ;إعْفَافٌ;اسم
20888;ءافعإ;إعْفَاءٌ;اسم
20889;نافعإ;إِعْفَانٌ;اسم
20890;باقعإ;إعْقَابٌ;اسم
20891;داقعإ;إعْقَادٌ;اسم
20892;لاقعإ;إعْقَالٌ;اسم
20893;ماقعإ;إعْقَامٌ;اسم
20894;راكعإ;إِعْكارٌ;اسم
20895;ءالعإ;إِعْلاءٌ;اسم
20896;مالعإ;إعْلاَمٌ;اسم
20897;نالعإ;إعْلاَنٌ;اسم
20898;ءامعإ;إعْمَاءٌ;اسم
20899;دامعإ;إِعْمَادٌ;اسم
20900;رامعإ;إعْمَارٌ;اسم
20901;قامعإ;إعْمَاقٌ;اسم
20902;لامعإ;إِعْمَالٌ;اسم
20903;نانعإ;إعْنَانٌ;اسم
20904;دانعإ;إِعْنَادٌ;اسم
20905;سانعإ;إِعْنَاسٌ;اسم
20906;فانعإ;إعْنَافٌ;اسم
20907;قانعإ;إعْنَاقٌ;اسم
20908;جاجوعا;اِعْوِجاجٌ;اسم
20909;راوعإ;إعْوَارٌ;اسم
20910;راروعا;اِعْوِرَارٌ;اسم
20911;زاوعإ;إعْوَازٌ;اسم
20912;زازوعا;اِعْوِزَازٌ;اسم
20913;صاوعإ;إعْوَاصٌ;اسم
20914;ءايعإ;إعْياءٌ;اسم
20915;ةثاغإ;إغَاثَةٌ;اسم
20916;ةراغإ;إغارَةٌ;اسم
20917;ةراغ;غَارَةٌ;اسم
20918;راغم;مَغارٌ;اسم
20919;ةراغإ;إغَارَةٌ;اسم
20920;ةظاغإ;إغَاظَةٌ;اسم
20921;ةماغإ;إِغَامَةٌ;اسم
20922;رابغإ;إِغْبَارٌ;اسم
20923;راربغا;اِغْبِرَارٌ;اسم
20924;شابغإ;إِغْبَاشٌ;اسم
20925;بايتغا;اِغْتِيابٌ;اسم
20926;لايتغا;اِغْتِيالٌ;اسم
20927;طابتغا;اِغْتِبَاطٌ;اسم
20928;رارتغا;اِغْتِرَارٌ;اسم
20929;بارتغا;اِغْتِرَابٌ;اسم
20930;فارتغا;اِغْتِرَافٌ;اسم
20931;لاستغا;اِغْتِسَالٌ;اسم
20932;باصتغا;اِغْتِصَابٌ;اسم
20933;رافتغا;اِغْتِفَارٌ;اسم
20934;مامتغا;اِغْتِمَامٌ;اسم
20935;ءانتغا;اِغْتِنَاءٌ;اسم
20936;مانتغا;اِغْتِنَامٌ;اسم
20937;قادغإ;إغْدَاق;اسم
20938;ءارغإ;إغْرَاءٌ;اسم
20939;بارغإ;إغْرَابٌ;اسم
20940;دارغإ;إغْرَادٌ;اسم
20941;زارغإ;إغْرَازٌ;اسم
20942;سارغإ;إغْرَاسٌ;اسم
20943;قارغإ;إغْرَاقٌ;اسم
20944;مارغإ;إِغْرَامٌ;اسم
20945;قاريرغا;اِغْرِيرَاقٌ;اسم
20946;رازغإ;إغْزَارٌ;اسم
20947;لازغإ;إغْزَالٌ;اسم
20948;قاسغإ;إِغْسَاقٌ;اسم
20949;ءاشغإ;إغْشَاءٌ;اسم
20950;ناصغإ;إغْصَانٌ;اسم
20951;ءاضغإ;إِغْضَاءٌ;اسم
20952;باضغإ;إغْضَابٌ;اسم
20953;ناضغإ;إِغْضَانٌ;اسم
20954;شاطغإ;إِغْطَاشٌ;اسم
20955;ءافغإ;إغْفَاءٌ;اسم
20956;لافغإ;إغْفَالٌ;اسم
20957;لالغإ;إِغْلاَلٌ;اسم
20958;ءالغإ;إغْلاَءٌ;اسم
20959;ءالغإ;إغْلاَءٌ;اسم
20960;طالغإ;إغْلاطٌ;اسم
20961;ظالغإ;إغْلاَظٌ;اسم
20962;قالغإ;إغْلاقٌ;اسم
20963;مامغإ;إغْمَامٌ;اسم
20964;دامغإ;إغْمَادٌ;اسم
20965;ضامغإ;إِغْمَاضٌ;اسم
20966;طامغإ;إِغْمَاطٌ;اسم
20967;نانغإ;إِغْنَانٌ;اسم
20968;ءانغإ;إِغْناءٌ;اسم
20969;ءاوغإ;إغْوَاءٌ;اسم
20970;فأ;أُفّ;اسم
20971;ةءافإ;إفَاءةٌ;اسم
20972;ةحافإ;إِفَاحَةٌ;اسم
20973;ةخافإ;إِفَاخَةٌ;اسم
20974;ةدافإ;إِفَادَةٌ;اسم
20975;ةضافإ;إفَاضَةٌ;اسم
20976;ةقافإ;إِفَاقَةٌ;اسم
20977;حاتتفا;اِفْتِتَاحٌ;اسم
20978;ناتتفا;اِفْتِتَانٌ;اسم
20979;راختفا;اِفْتِخَارٌ;اسم
20980;ءادتفا;اِفْتِدَاءٌ;اسم
20981;رارتفا;اِفْتِرَارٌ;اسم
20982;ءارتفا;اِفْتِرَاءٌ;اسم
20983;سارتفا;اِفْتِرَاسٌ;اسم
20984;شارتفا;اِفْتِرَاشٌ;اسم
20985;ضارتفا;اِفْتِرَاضٌ;اسم
20986;قارتفا;اِفْتِرَاقٌ;اسم
20987;داصتفا;اِفْتِصَادٌ;اسم
20988;حاضتفا;اِفْتِضَاحٌ;اسم
20989;لاعتفا;اِفْتِعَالٌ;اسم
20990;قاتفإ;إِفْتَاقٌ;اسم
20991;داقتفا;اِفْتِقَادٌ;اسم
20992;راقتفا;اِفْتِقَارٌ;اسم
20993;راكتفا;اِفْتِكَارٌ;اسم
20994;لاتفإ;إِفْتَالٌ;اسم
20995;لالتفا;اِفْتِلاَلٌ;اسم
20996;نانتفا;اِفْتِنَانٌ;اسم
20997;جاجفإ;إِفْجَاجٌ;اسم
20998;راجفإ;إِفْجَارٌ;اسم
20999;عاجفإ;إفْجَاعٌ;اسم
21000;شاحفإ;إفْحَاشٌ;اسم
21001;ماحفإ;إفْحَامٌ;اسم
21002;ءادفإ;إفْدَاءٌ;اسم
21003;جارفإ;إفْرَاجٌ;اسم
21004;حارفإ;إفْرَاحٌ;اسم
21005;خارفإ;إفْرَاخٌ;اسم
21006;دارفإ;إِفْرَادٌ;اسم
21007;زارفإ;إفْرَازٌ;اسم
21008;شارفإ;إفْرَاشٌ;اسم
21009;طارفإ;إفْرَاطٌ;اسم
21010;عارفإ;إِفْرَاعٌ;اسم
21011;غارفإ;إفْرَاغٌ;اسم
21012;كارفإ;إفْرَاكٌ;اسم
21013;مارفإ;إِفْرَامٌ;اسم
21014;هارفإ;إِفْرَاهٌ;اسم
21015;عازفإ;إفْزَاعٌ;اسم
21016;داسفإ;إفْسادٌ;اسم
21017;لاسفإ;إِفْسَالٌ;اسم
21018;ءاشفإ;إفْشاءٌ;اسم
21019;حاصفإ;إِفْصاحٌ;اسم
21020;ءاضفإ;إفْضَاءٌ;اسم
21021;لاضفإ;إفْضَالٌ;اسم
21022;راطفإ;إفْطارٌ;اسم
21023;ماطفإ;إفْطَامٌ;اسم
21024;عاظفإ;إفْظَاعٌ;اسم
21025;ماعفإ;إفْعامٌ;اسم
21026;فيفأت;تَأْفيفٌ;اسم
21027;قفأ;أَفْقٌ;اسم
21028;قفأ;أَفَقٌ;اسم
21029;راقفإ;إفْقَارٌ;اسم
21030;عاقفإ;إِفْقاعٌ;اسم
21031;هاقفإ;إفْقاهٌ;اسم
21032;كفأ;أَفْكٌ;اسم
21033;كفإ;إفْكٌ;اسم
21034;كوفأ;أُفُوكٌ;اسم
21035;كفإ;إِفْكٌ;اسم
21036;كفأ;أفَكٌ;اسم
21037;راكفإ;إِفْكارٌ;اسم
21038;لوفأ;أفُولٌ;اسم
21039;لوفأ;أُفولٌ;اسم
21040;لالفإ;إفْلاَلٌ;اسم
21041;تالفإ;إفْلاَتٌ;اسم
21042;جالفإ;إفْلاجٌ;اسم
21043;حالفإ;إِفْلاَحٌ;اسم
21044;سالفإ;إفْلاَسٌ;اسم
21045;ءانفإ;إفْناءٌ;اسم
21046;ةلاقإ;إقَالَةٌ;اسم
21047;ةماقإ;إقامَةٌ;اسم
21048;حابقإ;إقْبَاحٌ;اسم
21049;رابقإ;إقْبَارٌ;اسم
21050;سابقإ;إقْباسٌ;اسم
21051;لابقإ;إقْبَالٌ;اسم
21052;تايتقا;اِقْتِياتٌ;اسم
21053;دايتقا;اِقْتِيادٌ;اسم
21054;سابتقا;اِقْتِباسٌ;اسم
21055;لاتتقا;اِقْتِتالٌ;اسم
21056;ماحتقا;اِقْتِحامٌ;اسم
21057;ءادتقا;اِقْتِداءٌ;اسم
21058;راتقإ;إقْتَارٌ;اسم
21059;بارتقا;اِقْتِرابٌ;اسم
21060;حارتقا;اِقْتِرَاحٌ;اسم
21061;ضارتقا;اِقْتِرَاضٌ;اسم
21062;عارتقا;اِقْتِراعٌ;اسم
21063;فارتقا;اِقْتِرَافٌ;اسم
21064;نارتقا;اِقْتِرانٌ;اسم
21065;ماستقا;اِقْتِسامٌ;اسم
21066;داصتقا;اِقْتِصادٌ;اسم
21067;راصتقا;اِقْتِصارٌ;اسم
21068;ءاضتقا;اِقْتِضاءٌ;اسم
21069;باضتقا;اِقْتِضَابٌ;اسم
21070;عاطتقا;اِقْتِطَاعٌ;اسم
21071;فاطتقا;اِقْتِطَافٌ;اسم
21072;داعتقا;اِقْتِعادٌ;اسم
21073;ءافتقا;اِقْتِفَاءٌ;اسم
21074;عالتقا;اِقْتِلاعٌ;اسم
21075;ماتقإ;إقْتامٌ;اسم
21076;ءانتقا;اِقْتِناءٌ;اسم
21077;صانتقا;اِقْتِناصٌ;اسم
21078;عانتقا;اِقْتِناعٌ;اسم
21079;ماحقإ;إِقْحَامٌ;اسم
21080;مادقإ;إقْدَامٌ;اسم
21081;ءاذقإ;إِقْذَاءٌ;اسم
21082;عاذقإ;إقْذَاعٌ;اسم
21083;رارقإ;إقْرَارٌ;اسم
21084;ءارقإ;إِقْراءٌ;اسم
21085;بارقإ;إِقْرَابٌ;اسم
21086;حارقإ;إِقْراحٌ;اسم
21087;سارقإ;إقْرَاسٌ;اسم
21088;ضارقإ;إقْرَاضٌ;اسم
21089;عارقإ;إِقْرَاعٌ;اسم
21090;فارقإ;إقْرَافٌ;اسم
21091;نارقإ;إقْرانٌ;اسم
21092;ءاسقإ;إِقْسَاءٌ;اسم
21093;طاسقإ;إِقْسَاطٌ;اسم
21094;ماسقإ;إِقْسامٌ;اسم
21095;عاشقإ;إِقْشَاعٌ;اسم
21096;رارعشقا;اِقْشِعْرارٌ;اسم
21097;ءاصقإ;إقْصَاءٌ;اسم
21098;راصقإ;إقْصَارٌ;اسم
21099;ضاضقإ;إقْضَاضٌ;اسم
21100;راطقإ;إِقْطَارٌ;اسم
21101;عاطقإ;إقْطَاعٌ;اسم
21102;ءاعقإ;إقْعَاءٌ;اسم
21103;داعقإ;إِقْعَادٌ;اسم
21104;راعقإ;إقعار;اسم
21105;عاتمتسا;اِسْتِمْتاعٌ;اسم
21106;دادمتسا;اِسْتِمْدادٌ;اسم
21107;رارمتسا;اِسْتِمْرارٌ;اسم
21108;ءارمتسا;اِسْتِمْراءٌ;اسم
21109;كاسمتسا;اِسْتِمْساكٌ;اسم
21110;عامتسا;اِسْتِماعٌ;اسم
21111;حالمتسا;اِسْتِمْلاحٌ;اسم
21112;لاهمتسا;اِسْتِمْهالٌ;اسم
21113;ةرانتسا;اِسْتِنارَةٌ;اسم
21114;طابنتسا;اِسْتِنْباطٌ;اسم
21115;جاتنتسا;اِسْتِنْتاجٌ;اسم
21116;داجنتسا;اِسْتِنْجادٌ;اسم
21117;عاجنتسا;اِسْتِنْجَاعٌ;اسم
21118;دانتسا;اِسْتِنادٌ;اسم
21119;فازنتسا;اِسْتِنْزافٌ;اسم
21120;خاسنتسا;اِسْتِنْساخٌ;اسم
21121;قاشنتسا;اِسْتِنْشاقٌ;اسم
21122;راصنتسا;اِسْتِنْصارٌ;اسم
21123;قاطنتسا;اِسْتِنْطاقٌ;اسم
21124;شاعنتسا;اِسْتِنْعاشٌ;اسم
21125;دافنتسا;اِسْتِنفادٌ;اسم
21126;رافنتسا;اِسْتِنْفارٌ;اسم
21127;راكنتسا;اِسْتِنْكارٌ;اسم
21128;فاكنتسا;اِسْتِنْكافٌ;اسم
21129;ضاهنتسا;اِسْتِنْهاضٌ;اسم
21130;ةناهتسا;اِسْتِهانَةٌ;اسم
21131;راتهتسا;اِسْتِهْتارٌ;اسم
21132;ناجهتسا;اِسْتِهْجانٌ;اسم
21133;ءازهتسا;اِسْتِهْزاءٌ;اسم
21134;لالهتسا;اِسْتِهْلالٌ;اسم
21135;كالهتسا;اِسْتِهْلاكٌ;اسم
21136;ءاوهتسا;اِسْتِهْواءٌ;اسم
21137;ءاوتسا;اِسْتِواءٌ;اسم
21138;باجيتسا;اِسْتِيجَابٌ;اسم
21139;ءاحيتسا;اِسْتِيحاءٌ;اسم
21140;عاديتسا;اِسْتِيداعٌ;اسم
21141;داريتسا;اِسْتِيرادٌ;اسم
21142;ءاصيتسا;اِسْتِيصاءٌ;اسم
21143;فاصيتسا;اِسْتِيصافٌ;اسم
21144;حاضيتسا;اِسْتِيضاحٌ;اسم
21145;ناطيتسا;اِسْتِيطانٌ;اسم
21146;باعيتسا;اِسْتِيعابٌ;اسم
21147;داعيتسا;اِسْتِيعادٌ;اسم
21148;راعيتسا;اِسْتيعارٌ;اسم
21149;ءافيتسا;اِسْتِيفاءٌ;اسم
21150;دافيتسا;اِسْتِيفادٌ;اسم
21151;رافيتسا;اِسْتِيفارٌ;اسم
21152;داقيتسا;اِسْتيقادٌ;اسم
21153;ءاليتسا;اِسْتِيلاءٌ;اسم
21154;داليتسا;اِسْتِيلاَدٌ;اسم
21155;سائيتسا;اِسْتِيئاسٌ;اسم
21156;ظاقيتسا;اِسْتيقاظٌ;اسم
21157;ناقيتسا;اِسْتيقانٌ;اسم
21158;ءاجسإ;إِسْجَاءٌ;اسم
21159;ءاخسإ;إِسْخَاءٌ;اسم
21160;طاخسإ;إِسْخاطٌ;اسم
21161;ناخسإ;إِسْخانٌ;اسم
21162;ءادسإ;إِسْداءٌ;اسم
21163;رادسإ;إِسْدَارٌ;اسم
21164;لادسإ;إِسْدالٌ;اسم
21165;رسأ;أَسْرٌ;اسم
21166;ةراسإ;إِسارَةٌ;اسم
21167;رارسإ;إِسْرارٌ;اسم
21168;ءارسإ;إِسْراءٌ;اسم
21169;بارسإ;إِسْرَابٌ;اسم
21170;جارسإ;إِسْراجٌ;اسم
21171;عارسإ;إِسْراعٌ;اسم
21172;فارسإ;إِسْرافٌ;اسم
21173;سيسأت;تأْسِيسٌ;اسم
21174;داعسإ;إِسْعادٌ;اسم
21175;فاعسإ;إِسْعافٌ;اسم
21176;فسأ;أَسَفٌ;اسم
21177;رافسإ;إِسْفارٌ;اسم
21178;طاقسإ;إِسْقاطٌ;اسم
21179;تاكسإ;إِسْكاتٌ;اسم
21180;راكسإ;إِسْكارٌ;اسم
21181;ناكسإ;إِسْكانٌ;اسم
21182;بالسإ;إِسْلاَبٌ;اسم
21183;حالسإ;إِسْلاَحٌ;اسم
21184;سالسإ;إِسْلاسٌ;اسم
21185;فالسإ;إِسْلافٌ;اسم
21186;كالسإ;إِسْلاَكٌ;اسم
21187;مالسإ;إِسْلامٌ;اسم
21188;رارمسا;اِسْمِرارٌ;اسم
21189;عامسإ;إِسْماعٌ;اسم
21190;لامسإ;إِسْمَالٌ;اسم
21191;نسأ;أَسَنٌ;اسم
21192;نانسإ;إِسْنانٌ;اسم
21193;دانسإ;إِسْنادٌ;اسم
21194;باهسإ;إِسْهابٌ;اسم
21195;راهسإ;إِسْهارٌ;اسم
21196;لاهسإ;إِسْهالٌ;اسم
21197;ماهسإ;إِسْهامٌ;اسم
21198;داديوسا;اِسْوِيدادٌ;اسم
21199;دادوسا;اِسْوِدادٌ;اسم
21200;ةحاشإ;إِشاحَةٌ;اسم
21201;ةداشإ;إِشادَةٌ;اسم
21202;ةراشإ;إِشارَةٌ;اسم
21203;ةعاشإ;إِشاعَةٌ;اسم
21204;عابشإ;إِشْباعٌ;اسم
21205;هابشإ;إِشْباهٌ;اسم
21206;قايتشا;اشْتِيَاقٌ;اسم
21207;كابتشا;اِشْتِباكٌ;اسم
21208;هابتشا;اِشْتِباهٌ;اسم
21209;دادتشا;اِشْتِدادٌ;اسم
21210;ءارتشا;اِشْتِراءٌ;اسم
21211;طارتشا;اِشْتِراطٌ;اسم
21212;كارتشا;اِشْتِراكٌ;اسم
21213;لاعتشا;اِشْتِعالٌ;اسم
21214;لاغتشا;اِشْتِغالٌ;اسم
21215;قاقتشا;اِشْتِقاقٌ;اسم
21216;ءاكتشا;اِشْتِكاءٌ;اسم
21217;لامتشا;اِشْتِمالٌ;اسم
21218;ءاهتشا;اِشْتِهاءٌ;اسم
21219;راهتشا;اِشْتِهارٌ;اسم
21220;ءاجشإ;إِشْجاءٌ;اسم
21221;ذاحشإ;إِشْحاذٌ;اسم
21222;دادشإ;إِشْدَادٌ;اسم
21223;ريشأت;تَأْشِيرٌ;اسم
21224;ءارشإ;إِشْراءٌ;اسم
21225;بابئرشا;اِشْرِئْبابٌ;اسم
21226;بارشإ;إِشْرابٌ;اسم
21227;حارشإ;إِشْراحٌ;اسم
21228;طارشإ;إِشْراطٌ;اسم
21229;عارشإ;إِشْرَاعٌ;اسم
21230;فارشإ;إِشْرافٌ;اسم
21231;قارشإ;إِشْراقٌ;اسم
21232;كارشإ;إِشْراكٌ;اسم
21233;عاعشإ;إِشْعاعٌ;اسم
21234;راعشإ;إِشْعارٌ;اسم
21235;لاعشإ;إِشْعالٌ;اسم
21236;لاغشإ;إِشْغالٌ;اسم
21237;ءافشإ;إِشْفاءٌ;اسم
21238;قافشإ;إِشْفاقٌ;اسم
21239;ءاقشإ;إِشْقاءٌ;اسم
21240;راكشإ;إِشْكَارٌ;اسم
21241;لاكشإ;إِشْكالٌ;اسم
21242;لالشإ;إِشْلالٌ;اسم
21243;زازئمشا;اِشْمِئْزازٌ;اسم
21244;تامشإ;إِشْمَاتٌ;اسم
21245;رارخمشا;اِشْمِخْرارٌ;اسم
21246;سامشإ;إِشْماسٌ;اسم
21247;ءاهشإ;إِشْهاءٌ;اسم
21248;داهشإ;إِشْهادٌ;اسم
21249;راهشإ;إِشْهارٌ;اسم
21250;ةباصإ;إِصابَةٌ;اسم
21251;ةتاصإ;إِصاتَةٌ;اسم
21252;ةخاصإ;إِصاخَةٌ;اسم
21253;حابصإ;إِصْباحٌ;اسم
21254;رابصإ;إِصْبارٌ;اسم
21255;ءاحصإ;إِصْحاءٌ;اسم
21256;حاحصإ;إِصْحاحٌ;اسم
21257;باحصإ;إِصْحابٌ;اسم
21258;راحصإ;إِصْحارٌ;اسم
21259;دادصإ;إِصْدادٌ;اسم
21260;ديصأت;تَأْصيدٌ;اسم
21261;ءادصإ;إِصْداءٌ;اسم
21262;رادصإ;إِصْدارٌ;اسم
21263;قادصإ;إصداق;اسم
21264;رارصإ;إِصْرارٌ;اسم
21265;دايطصا;اِصْطِيادٌ;اسم
21266;فايطصا;اِصْطِيافُ;اسم
21267;بابطصا;اِصْطِبَابٌ;اسم
21268;غابطصا;اِصْطِباغٌ;اسم
21269;باحطصا;اِصْطِحابٌ;اسم
21270;باخطصا;اِصْطِخابٌ;اسم
21271;مادطصا;اِصْطِدامٌ;اسم
21272;عارطصا;اِصْطِراعٌ;اسم
21273;فافطصا;اِصْطِفافٌ;اسم
21274;ءافطصا;اِصْطِفاءٌ;اسم
21275;قافطصا;اِصْطِفاقٌ;اسم
21276;كاكطصا;اِصْطِكاكٌ;اسم
21277;ءالطصا;اِصْطِلاءٌ;اسم
21278;حالطصا;اِصْطِلاحٌ;اسم
21279;عانطصا;اِصْطِناعٌ;اسم
21280;داعصإ;إِصْعادٌ;اسم
21281;قاعصإ;إِصْعاقٌ;اسم
21282;ءاغصإ;إِصْغاءٌ;اسم
21283;ءافصإ;إِصْفاءٌ;اسم
21284;رارفصا;اِصْفِرارٌ;اسم
21285;قافصإ;إِصْفاقٌ;اسم
21286;عاقصإ;إِصْقاعٌ;اسم
21287;ةلاصأ;أَصالَةٌ;اسم
21288;ليصأت;تَأْصِيلٌ;اسم
21289;ءالصإ;إِصْلاءٌ;اسم
21290;حالصإ;إِصْلاحٌ;اسم
21291;دالصإ;إِصْلاَدٌ;اسم
21292;ةءاضإ;إِضاءةٌ;اسم
21293;ةعاضإ;إضاعَةٌ;اسم
21294;ةفاضإ;إِضافَةٌ;اسم
21295;راجضإ;إِضْجارٌ;اسم
21296;عاجضإ;إِضْجاعٌ;اسم
21297;عاجضا;اِضِّجاعٌ;اسم
